Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,0,1.86, ,7,1,Tap,0
2,0,0,1.94, ,7,1,Tap,9
3,0,0,1.66, ,7,1,Tap,2
4,0,0,1.740001, ,7,1,Tap,11
5,1,1,1.54, ,7,1,Tap,4
6,0,0,1.999999, ,7,1,Tap,13
7,0,0,1.800001, ,7,1,Tap,6
8,0,0,2.199999, ,7,1,Tap,15
9,0,0,1.720001, ,7,1,Tap,8
10,0,0,1.719999, ,7,1,Tap,1
11,1,1,2.18, ,7,1,Tap,10
12,0,0,1.859999, ,7,1,Tap,3
13,0,0,1.780001, ,7,1,Tap,12
14,0,0,1.799999, ,7,1,Tap,5
15,0,0,1.900002, ,7,1,Tap,14
16,0,0,2.039997, ,5,0,Tap,12
17,1,1,1.5, ,5,0,Tap,3
18,0,0,1.640003, ,5,0,Tap,10
19,0,0,1.519997, ,5,0,Tap,1
20,0,0,1.68, ,5,0,Tap,8
21,0,0,1.66, ,5,0,Tap,15
22,2,2,1.700001, ,5,0,Tap,6
23,0,0,1.82, ,5,0,Tap,13
24,0,0,1.560001, ,5,0,Tap,4
25,1,1,1.540001, ,5,0,Tap,11
26,0,0,1.519997, ,5,0,Tap,2
27,0,0,1.420002, ,5,0,Tap,9
28,1,1,1.5, ,5,0,Tap,0
29,0,0,1.579998, ,5,0,Tap,7
30,1,1,1.620003, ,5,0,Tap,14
31,0,0,1.300003, ,14,1,Tap,7
32,0,0,2.139999, ,14,1,Tap,0
33,0,0,1.540001, ,14,1,Tap,9
34,0,0,1.459999, ,14,1,Tap,2
35,0,0,1.5, ,14,1,Tap,11
36,0,0,1.479996, ,14,1,Tap,4
37,0,0,1.480003, ,14,1,Tap,13
38,0,0,1.5, ,14,1,Tap,6
39,0,0,1.519997, ,14,1,Tap,15
40,0,0,1.420006, ,14,1,Tap,8
41,0,0,1.519997, ,14,1,Tap,1
42,0,0,1.519997, ,14,1,Tap,10
43,0,0,1.5, ,14,1,Tap,3
44,0,0,2.380005, ,14,1,Tap,12
45,0,0,1.279999, ,14,1,Tap,5
