Case,X,Y,Z,a,v,modeSelected
1,-0.5147179,1.264158,0.1931448,12.72422,0.3264283,Tap
1,-0.5165075,1.265204,0.1938338,0,0,Tap
1,-0.5418819,1.273224,0.1934843,66.53532,1.330706,Tap
1,-0.5418819,1.273224,0.1934843,66.53532,1.330706,Tap
1,-0.5418819,1.273224,0.1934843,66.53532,1.330706,Tap
1,-0.548645,1.26953,0.196557,-45.79397,0.414827,Tap
1,-0.5490307,1.26926,0.1970911,-18.96142,0.03559869,Tap
1,-0.5500923,1.269113,0.1988831,3.440012,0.1043989,Tap
1,-0.5500923,1.269113,0.1988831,3.440012,0.1043989,Tap
1,-0.5509419,1.269907,0.1998425,-1.451787,0.07536317,Tap
1,-0.5505611,1.270597,0.1998239,-1.796514,0.0394329,Tap
1,-0.5505611,1.270597,0.1998239,-1.796514,0.0394329,Tap
1,-0.5504025,1.271548,0.200037,0.4973046,0.04937899,Tap
1,-0.5508837,1.27241,0.1991196,0.8995209,0.06736941,Tap
1,-0.5508836,1.27241,0.1991196,-3.367564,1.812805E-05,Tap
1,-0.5508836,1.27241,0.1991196,-3.367564,1.812805E-05,Tap
1,-0.5500769,1.274132,0.1988468,4.80113,0.09604073,Tap
1,-0.5497586,1.274691,0.198844,-3.194364,0.03215344,Tap
1,-0.5497586,1.274691,0.198844,-3.194364,0.03215344,Tap
1,-0.5481167,1.278086,0.1981788,7.967506,0.1915036,Tap
1,-0.5476398,1.279157,0.1978731,-6.547307,0.06055741,Tap
1,-0.5470515,1.280112,0.1974225,-0.0057647,0.06044212,Tap
1,-0.5470515,1.280112,0.1974225,-0.0057647,0.06044212,Tap
1,-0.5445113,1.281531,0.196044,5.027556,0.1609932,Tap
1,-0.5434694,1.282055,0.1954618,-4.79161,0.06516103,Tap
1,-0.541855,1.282691,0.1939898,2.430566,0.1137723,Tap
1,-0.541855,1.282691,0.1939898,2.430566,0.1137723,Tap
1,-0.5385754,1.284013,0.1891747,9.24683,0.2987089,Tap
1,-0.5327995,1.286826,0.1793952,14.31639,0.5850368,Tap
1,-0.5327995,1.286826,0.1793952,14.31639,0.5850368,Tap
1,-0.52412,1.290444,0.1655917,12.50372,0.8351112,Tap
1,-0.5208448,1.29181,0.1601605,-25.5366,0.3243792,Tap
1,-0.5208448,1.29181,0.1601605,-25.5366,0.3243792,Tap
1,-0.4993334,1.299626,0.1251287,88.3955,2.092289,Tap
1,-0.4907957,1.300477,0.1101213,-61.397,0.8643492,Tap
1,-0.4907957,1.300477,0.1101213,-61.397,0.8643492,Tap
1,-0.4750418,1.301201,0.08339024,34.37346,1.551818,Tap
1,-0.4556255,1.301317,0.05204821,14.58179,1.843454,Tap
1,-0.4443522,1.300359,0.03550291,-42.06326,1.002189,Tap
1,-0.4443522,1.300359,0.03550291,-42.06326,1.002189,Tap
1,-0.4251751,1.295464,0.009224892,32.13477,1.644884,Tap
1,-0.3892447,1.283653,-0.03887987,70.73824,3.059649,Tap
1,-0.3892447,1.283653,-0.03887987,70.73824,3.059649,Tap
1,-0.3586316,1.272164,-0.077703,-26.08724,2.537904,Tap
1,-0.3457871,1.267822,-0.09248781,-76.74387,1.003027,Tap
1,-0.3397032,1.26527,-0.09902334,-23.21601,0,Tap
1,-0.3142844,1.254599,-0.1246161,94.04078,1.880816,Tap
1,-0.3142844,1.254599,-0.1246161,94.04078,1.880816,Tap
1,-0.2672249,1.238174,-0.1670556,69.6182,3.27318,Tap
1,-0.2672249,1.238174,-0.1670556,69.6182,3.27318,Tap
1,-0.2462331,1.234758,-0.1815519,-99.31269,1.286926,Tap
1,-0.2412775,1.236531,-0.1816292,-51.18658,0.2631943,Tap
1,-0.231365,1.239023,-0.1831174,12.66247,0.5164437,Tap
1,-0.2124652,1.243927,-0.185811,23.4538,0.9855196,Tap
1,-0.2124652,1.243927,-0.185811,23.4538,0.9855196,Tap
1,-0.1870612,1.253848,-0.1852102,18.92176,1.363955,Tap
1,-0.179439,1.258464,-0.183197,-45.35841,0.4567867,Tap
1,-0.179439,1.258464,-0.183197,-45.35841,0.4567867,Tap
1,-0.1329732,1.28621,-0.1739049,114.4391,2.745568,Tap
1,-0.1203955,1.294093,-0.1694851,-98.55885,0.7743908,Tap
1,-0.1203955,1.294093,-0.1694851,-98.55885,0.7743908,Tap
1,-0.1000355,1.304342,-0.162127,21.1611,1.197613,Tap
1,-0.07275965,1.315384,-0.1467509,23.12293,1.660071,Tap
1,-0.05734706,1.32105,-0.1371822,-35.49018,0.9502677,Tap
1,-0.05734706,1.32105,-0.1371822,-35.49018,0.9502677,Tap
1,-0.03346896,1.328969,-0.1245918,22.81592,1.406586,Tap
1,-0.03346896,1.328969,-0.1245918,22.81592,1.406586,Tap
1,0.01131231,1.333898,-0.09958792,58.48386,2.576263,Tap
1,0.02398387,1.330166,-0.09662294,-94.96737,0.6769158,Tap
1,0.02398387,1.330166,-0.09662294,-94.96737,0.6769158,Tap
1,0.04147313,1.321337,-0.08886242,18.8349,1.053614,Tap
1,0.06370152,1.310574,-0.0785079,14.26895,1.338993,Tap
1,0.07360126,1.302638,-0.07219267,-31.5169,0.7086548,Tap
1,0.07360126,1.302638,-0.07219267,-31.5169,0.7086548,Tap
1,0.08753935,1.290886,-0.05909157,20.69239,1.122503,Tap
1,0.1146955,1.270248,-0.03790712,44.2549,2.007601,Tap
1,0.1146955,1.270248,-0.03790712,44.2549,2.007601,Tap
1,0.1381916,1.253483,-0.02100325,-16.75652,1.67247,Tap
1,0.141514,1.249283,-0.01744986,-67.55569,0.3213562,Tap
1,0.141514,1.249283,-0.01744986,-67.55569,0.3213562,Tap
1,0.1650926,1.224049,0.001618862,82.55774,1.972511,Tap
1,0.1745256,1.216795,0.01047134,-61.54711,0.7415687,Tap
1,0.1844008,1.209343,0.01906395,0.5777866,0.7531245,Tap
1,0.1844008,1.209343,0.01906395,0.5777866,0.7531245,Tap
1,0.2107417,1.190151,0.04045916,59.81019,1.949328,Tap
1,0.2107417,1.190151,0.04045916,59.81019,1.949328,Tap
1,0.2335268,1.177006,0.05820751,-18.13539,1.58662,Tap
1,0.2386869,1.174392,0.0612936,-62.94061,0.3278083,Tap
1,0.2499916,1.168411,0.06812382,19.85746,0.7249575,Tap
1,0.2499916,1.168411,0.06812382,19.85746,0.7249575,Tap
1,0.2801955,1.147214,0.08959532,70.48217,2.134601,Tap
1,0.2850735,1.14268,0.09369421,-87.18001,0.3910008,Tap
1,0.2850735,1.14268,0.09369421,-87.18001,0.3910008,Tap
1,0.2904459,1.135536,0.1001687,8.043251,0.5518658,Tap
1,0.2932574,1.132134,0.1031098,-14.33552,0.2651555,Tap
1,0.2976827,1.128432,0.1083212,6.179306,0.3887416,Tap
1,0.2976827,1.128432,0.1083212,6.179306,0.3887416,Tap
1,0.3003015,1.124986,0.112834,-3.805289,0.3126358,Tap
1,0.3041719,1.119972,0.1192894,6.978315,0.4522021,Tap
1,0.3041719,1.119972,0.1192894,6.978315,0.4522021,Tap
1,0.3089948,1.1144,0.1259317,2.193277,0.4960676,Tap
1,0.3094809,1.113548,0.1276326,-19.89448,0.0981781,Tap
1,0.3100229,1.111582,0.1321368,7.45201,0.2472183,Tap
1,0.3106574,1.110345,0.1344433,-5.628544,0.1346474,Tap
1,0.3106574,1.110345,0.1344433,-5.628544,0.1346474,Tap
1,0.311319,1.108577,0.1390443,5.700213,0.2486517,Tap
1,0.3137367,1.107686,0.1451073,4.036993,0.3293915,Tap
1,0.3137367,1.107686,0.1451073,4.036993,0.3293915,Tap
1,0.3139743,1.108359,0.1479645,-9.107328,0.147245,Tap
1,0.3143345,1.10852,0.1485291,-5.640155,0.03444188,Tap
