Case,X,Y,Z,a,v,modeSelected
1,0.1535614,1.530583,0.253016,1.431955,0.1102385,magicTap
1,0.1533646,1.531045,0.2550831,0,0,magicTap
1,0.143994,1.525597,0.2635579,34.39711,0.6879423,magicTap
1,0.143994,1.525597,0.2635579,34.39711,0.6879423,magicTap
1,0.1480784,1.523429,0.2661314,-21.16663,0.2646097,magicTap
1,0.1480784,1.523429,0.2661314,-13.23048,0,magicTap
1,0.1480784,1.523429,0.2661314,-13.23048,0,magicTap
1,0.1474436,1.522653,0.2679405,5.171089,0.1034218,magicTap
1,0.1474436,1.522653,0.2679405,-5.171089,0,magicTap
1,0.1474436,1.522653,0.2679405,-5.171089,0,magicTap
1,0.1464519,1.521978,0.2697864,5.503583,0.1100717,magicTap
1,0.1459118,1.521767,0.270596,-3.014208,0.04978752,magicTap
1,0.1454264,1.521931,0.270875,-1.030967,0.02916818,magicTap
1,0.1452,1.522006,0.2710223,-0.7578772,0.01401064,magicTap
1,0.1452,1.522006,0.2710223,-0.7578772,0.01401064,magicTap
1,0.1438957,1.522029,0.271821,-3.823874,0,magicTap
1,0.1438957,1.522029,0.271821,-3.823874,0,magicTap
1,0.1427725,1.522021,0.2720718,2.877275,0.05754549,magicTap
1,0.1417061,1.522082,0.272264,-0.1638737,0.05426802,magicTap
1,0.1402885,1.522081,0.2727118,1.003085,0.07432973,magicTap
1,0.1402885,1.522081,0.2727118,1.003085,0.07432973,magicTap
1,0.1402947,1.52223,0.2723236,-2.677703,0.02077567,magicTap
1,0.1402947,1.52223,0.2723236,-2.677703,0.02077567,magicTap
1,0.1409637,1.521858,0.27107,2.633386,0.07344338,magicTap
1,0.1405583,1.521206,0.2698164,0.002747774,0.07349834,magicTap
1,0.1401647,1.52051,0.2685323,0.1059745,0.07561783,magicTap
1,0.1401647,1.52051,0.2685323,0.1059745,0.07561783,magicTap
1,0.1398757,1.519845,0.2678747,-1.332643,0.04896496,magicTap
1,0.1401268,1.519518,0.2668571,0.2962891,0.05489074,magicTap
1,0.1393167,1.518571,0.2650905,2.661097,0.1081127,magicTap
1,0.1393167,1.518571,0.2650905,2.661097,0.1081127,magicTap
1,0.1382308,1.517491,0.2619314,3.370878,0.1755302,magicTap
1,0.1382308,1.517491,0.2619314,3.370878,0.1755302,magicTap
1,0.1362013,1.514981,0.2543044,11.92818,0.4140939,magicTap
1,0.1358616,1.512767,0.2497716,-8.064106,0.2528118,magicTap
1,0.1358616,1.512767,0.2497716,-8.064106,0.2528118,magicTap
1,0.1340163,1.507762,0.2412663,12.45873,0.5019864,magicTap
1,0.132345,1.49849,0.2269301,17.78717,0.8577298,magicTap
1,0.1313689,1.493734,0.2198305,-21.38372,0.4300554,magicTap
1,0.1313689,1.493734,0.2198305,-21.38372,0.4300554,magicTap
1,0.1315056,1.487042,0.2105737,-28.5575,0,magicTap
1,0.1315056,1.487042,0.2105737,-28.5575,0,magicTap
1,0.133712,1.472301,0.1929245,57.75332,1.155066,magicTap
1,0.1321819,1.456531,0.1737814,4.370499,1.242476,magicTap
1,0.1329508,1.452529,0.1683459,-45.14117,0.3396529,magicTap
1,0.1329508,1.452529,0.1683459,-45.14117,0.3396529,magicTap
1,0.1319348,1.423177,0.1337461,96.47811,2.269215,magicTap
1,0.1325055,1.412413,0.1243176,-77.65845,0.716046,magicTap
1,0.1325055,1.412413,0.1243176,-77.65845,0.716046,magicTap
1,0.1321118,1.381824,0.09991884,62.02225,1.956491,magicTap
1,0.1309824,1.366856,0.09131908,-54.57624,0.864966,magicTap
1,0.1309824,1.366856,0.09131908,-54.57624,0.864966,magicTap
1,0.130875,1.334508,0.06939077,54.45207,1.954007,magicTap
1,0.1301555,1.326895,0.06554556,-76.30285,0.4279504,magicTap
1,0.1301555,1.326895,0.06554556,-76.30285,0.4279504,magicTap
1,0.1261849,1.284998,0.04330158,97.60784,2.380107,magicTap
1,0.1263838,1.271317,0.03909206,-83.21656,0.715776,magicTap
1,0.126502,1.264468,0.03678322,-17.71844,0.3614073,magicTap
1,0.126502,1.264468,0.03678322,-17.71844,0.3614073,magicTap
1,0.1269006,1.22752,0.02377796,79.85971,1.958601,magicTap
1,0.1275356,1.216347,0.02035189,-68.67103,0.5851809,magicTap
1,0.1275356,1.216347,0.02035189,-68.67103,0.5851809,magicTap
1,0.1264857,1.204664,0.01748657,0.9297848,0.6037766,magicTap
1,0.1201656,1.186247,0.009838104,22.11035,1.045984,magicTap
1,0.1201656,1.186247,0.009838104,22.11035,1.045984,magicTap
