Case,errorTimes,errorInTimes,usedTime,triggerCondition,start,direction(0 for ),modeSelected,ballIndex
1,0,0,3.780001,B,9,1,magicTap,2
2,0,0,2.059999,B,9,1,magicTap,11
3,0,0,1.48,B,9,1,magicTap,4
4,0,0,2.059999,B,9,1,magicTap,13
5,0,0,2.559999,B,9,1,magicTap,6
6,0,0,3.040001,B,9,1,magicTap,15
7,0,0,2.400002,B,9,1,magicTap,8
8,0,0,1.859997,B,9,1,magicTap,1
9,0,0,2.52,B,9,1,magicTap,10
10,0,0,1.740002,B,9,1,magicTap,3
11,0,1,2.82,B,9,1,magicTap,12
12,0,2,2.380001,B,9,1,magicTap,5
13,0,1,2,B,9,1,magicTap,14
14,0,1,1.939999,B,9,1,magicTap,7
15,0,2,2.299999,B,9,1,magicTap,0
16,0,1,1.839996,B,12,1,magicTap,5
17,0,0,1.580002,A,12,1,magicTap,14
18,0,1,1.640003,B,12,1,magicTap,7
19,0,1,1.699997,B,12,1,magicTap,0
20,0,1,1.659996,B,12,1,magicTap,9
21,0,1,1.5,B,12,1,magicTap,2
22,0,1,1.580002,B,12,1,magicTap,11
23,0,0,1.5,B,12,1,magicTap,4
24,0,0,1.739998,B,12,1,magicTap,13
25,0,0,1.540001,B,12,1,magicTap,6
26,0,1,1.920006,B,12,1,magicTap,15
27,0,0,2.039993,B,12,1,magicTap,8
28,0,1,1.480003,B,12,1,magicTap,1
29,0,0,1.599998,B,12,1,magicTap,10
30,0,3,1.599998,B,12,1,magicTap,3
31,0,0,1.379997,B,11,1,magicTap,4
32,0,1,1.540001,B,11,1,magicTap,13
33,0,1,1.580002,A,11,1,magicTap,6
34,0,0,1.379997,B,11,1,magicTap,15
35,0,1,1.620003,B,11,1,magicTap,8
36,0,5,1.639999,B,11,1,magicTap,1
37,0,0,1.959999,B,11,1,magicTap,10
38,0,2,1.540001,A,11,1,magicTap,3
39,0,0,1.440002,B,11,1,magicTap,12
40,0,0,1.379997,B,11,1,magicTap,5
41,0,0,1.5,B,11,1,magicTap,14
42,0,1,1.68,B,11,1,magicTap,7
43,0,1,1.840004,B,11,1,magicTap,0
44,0,1,1.279999,B,11,1,magicTap,9
45,0,0,1.379997,B,11,1,magicTap,2
