Case,X,Y,Z,a,v,modeSelected,area_type,index,is_triggered,,,,,
61,0.09282718,0.8872566,0.520669,17.57236,0.3514472,Tap,4,-1,0.003935281,1.125621,0.02859354,-0.01429902,0.09261911,-0.008005023
61,0.08732048,0.9038531,0.5303044,32.34077,0.9982626,Tap,4,-1,0.003991086,1.125581,0.02873659,-0.01373616,0.09274194,-0.008460107
61,0.08296931,0.9133043,0.5316782,-23.67573,0.524748,Tap,3,-1,0.003870546,1.12544,0.02901125,-0.0130119,0.09209639,-0.009062143
61,0.07812785,0.9305439,0.5364609,20.09824,0.9267128,Tap,3,-1,0.003737182,1.125463,0.02920437,-0.0137322,0.09132206,-0.008965509
61,0.07636154,0.9376308,0.5389123,-27.0754,0.3852048,Tap,3,-1,0.003428575,1.125833,0.02967644,-0.01575389,0.0892178,-0.009311671
61,0.07319345,0.949085,0.5442324,13.29157,0.6510361,Tap,3,-1,0.003181368,1.12607,0.02986956,-0.01647231,0.08802799,-0.009865634
61,0.0709194,0.9592062,0.5464296,-6.042555,0.530185,Tap,3,-1,0.002904337,1.126223,0.0299921,-0.0166906,0.08695649,-0.01030771
61,0.07332267,0.9650296,0.550333,-7.981602,0.370553,Tap,3,-1,0.002075829,1.126693,0.03023148,-0.01845752,0.08479516,-0.01116281
61,0.07549345,0.9796094,0.5586271,23.7568,0.8456891,Tap,3,-1,0.001767069,1.126797,0.03034115,-0.01910551,0.08373557,-0.01145136
61,0.07587663,0.9876685,0.5639839,-18.07303,0.4842284,Tap,3,-1,0.001036733,1.127291,0.03065014,-0.02081492,0.08223148,-0.01205952
61,0.07970766,1.002348,0.5710635,17.64326,0.8370936,Tap,3,-1,0.00067725,1.127514,0.03079939,-0.02185024,0.08132577,-0.01194875
61,0.08132055,1.009663,0.5751905,-20.47495,0.4275946,Tap,3,-1,0.000202522,1.127725,0.03090763,-0.02297657,0.08062254,-0.01155379
61,0.08578736,1.014466,0.5803423,-0.5283833,0.4170269,Tap,3,-1,-0.000655666,1.127945,0.03108072,-0.02460797,0.07954972,-0.01109642
61,0.09131424,1.024801,0.5890942,15.71671,0.7313611,Tap,3,-1,-0.001108464,1.128144,0.03117371,-0.02556474,0.07924474,-0.01090532
61,0.09672536,1.031847,0.5880551,-14.20729,0.4472154,Tap,3,-1,-0.002016373,1.128384,0.03126383,-0.02717051,0.07858089,-0.01007766
61,0.1033076,1.04394,0.5846534,13.09602,0.7091358,Tap,3,-1,-0.002447169,1.128641,0.0313673,-0.02794769,0.07855154,-0.009211261
61,0.1034383,1.050696,0.5843744,-18.55057,0.3381245,Tap,3,-1,-0.003236808,1.128741,0.03137255,-0.02934347,0.07830522,-0.007687338
61,0.111367,1.060857,0.5902972,18.55575,0.7092394,Tap,3,-1,-0.003661708,1.128886,0.03132725,-0.0296087,0.07852489,-0.007070192
61,0.1116383,1.067685,0.5879645,-17.41067,0.3610261,Tap,3,-1,-0.004381653,1.12903,0.03117037,-0.02992113,0.07831842,-0.005946356
61,0.1151237,1.079427,0.5881443,12.57207,0.6124675,Tap,3,-1,-0.004693721,1.129309,0.0311327,-0.03032695,0.07791114,-0.0051258
61,0.117556,1.084081,0.5870152,-17.19529,0.2685617,Tap,3,-1,-0.005344737,1.129504,0.03088713,-0.03204522,0.07652111,-0.003041964
61,0.1218761,1.088256,0.5883422,1.954146,0.3076446,Tap,3,-1,-0.005688686,1.129783,0.03070974,-0.03313523,0.07543567,-0.002469423
61,0.1231063,1.090401,0.5867186,-7.98716,0.1479014,Tap,3,-1,-0.006066125,1.13019,0.0305419,-0.03456818,0.07441417,-0.002482464
61,0.1245467,1.093339,0.5857868,1.109836,0.1700981,Tap,3,-1,-0.006630976,1.130849,0.03007746,-0.03800981,0.07229412,-0.001298405
61,0.1284139,1.096754,0.5856395,4.39893,0.2580767,Tap,3,-1,-0.006973602,1.131567,0.02994251,-0.04046534,0.07083581,-0.000491291
61,0.1283542,1.100217,0.586226,-4.123173,0.1756132,Tap,3,-1,-0.007769298,1.132673,0.02952814,-0.04790991,0.06739778,6.32E-06
61,0.1295901,1.107746,0.5879068,10.75206,0.3906544,Tap,3,-1,-0.008110389,1.133025,0.02917814,-0.05119186,0.06588443,0.000109422
61,0.1301676,1.112472,0.5869122,-7.373029,0.2431939,Tap,3,-1,-0.008885573,1.133504,0.02834654,-0.05565667,0.06394839,0.001511993
61,0.120714,1.122137,0.586637,21.6464,0.6761219,Tap,3,-1,-0.009375759,1.133807,0.02781248,-0.05676625,0.06324994,0.002428876
61,0.1142487,1.129686,0.5866318,-8.957295,0.496976,Tap,3,-1,-0.01055354,1.134256,0.0268569,-0.05904869,0.06152116,0.003923201
61,0.1065103,1.144016,0.5857377,15.92737,0.8155233,Tap,3,-1,-0.01100231,1.134406,0.02646732,-0.06033183,0.05993824,0.005364504
61,0.09828097,1.150308,0.5784941,-9.175751,0.6320083,Tap,3,-1,-0.01141639,1.134732,0.0262742,-0.06157929,0.05866943,0.006642889
61,0.09036076,1.162261,0.5707326,9.162074,0.8152498,Tap,3,-1,-0.01249548,1.135392,0.02548838,-0.0647959,0.0565162,0.008794007
61,0.0772228,1.178717,0.5684357,12.19326,1.059115,Tap,3,-1,-0.01321524,1.135517,0.02507257,-0.06547564,0.05563983,0.008456855
61,0.07276186,1.18609,0.5697079,-31.1801,0.4355132,Tap,3,-1,-0.01399143,1.135533,0.02465057,-0.06586545,0.05471953,0.007813468
61,0.06691668,1.195907,0.5664754,7.909496,0.5937031,Tap,3,-1,-0.01532362,1.135967,0.02395344,-0.06684312,0.05251119,0.00849976
61,0.0539309,1.207414,0.5600119,16.60313,0.9257658,Tap,3,-1,-0.01604667,1.136358,0.02368021,-0.06830918,0.05150108,0.00930891
61,0.04410175,1.210371,0.5590305,-20.51052,0.5155554,Tap,3,-1,-0.01743264,1.13639,0.02311134,-0.07086046,0.05008055,0.01285971
61,0.03431156,1.220289,0.5508671,14.59945,0.8075445,Tap,3,-1,-0.01817943,1.136602,0.02287674,-0.07215503,0.04948371,0.01555811
61,0.02783452,1.227179,0.5433707,-10.20807,0.6033831,Tap,3,-1,-0.01947961,1.137077,0.02232218,-0.07517292,0.04917286,0.01834323
61,0.01833005,1.236419,0.5322599,13.07132,0.8648096,Tap,3,-1,-0.02029325,1.137448,0.02211571,-0.07676795,0.04919119,0.01872435
61,0.0179517,1.239901,0.5379052,-26.63212,0.3321671,Tap,3,-1,-0.02192522,1.138022,0.02177763,-0.08038113,0.04786,0.01872601
61,0.01527809,1.248099,0.5451574,11.55971,0.5633613,Tap,3,-1,-0.02255318,1.138248,0.02161264,-0.08160915,0.04689297,0.01935549
61,0.01209546,1.254043,0.5439901,-11.06044,0.3421525,Tap,3,-1,-0.02321314,1.138306,0.02142525,-0.08232459,0.04619373,0.01986092
61,0.01055201,1.258726,0.5417833,-3.60156,0.2701213,Tap,3,-1,-0.02366804,1.138385,0.02134275,-0.08210291,0.04569648,0.01871888
61,0.01020493,1.262124,0.5393353,-3.000963,0.210102,Tap,3,-1,-0.02558712,1.138723,0.02093554,-0.08406629,0.04337418,0.01811752
61,0.007923994,1.267542,0.5315809,13.82113,0.4865246,Tap,3,-1,-0.02617231,1.138772,0.02086258,-0.08482583,0.04243437,0.01739532
61,0.009041768,1.272226,0.5278244,-9.056104,0.3054026,Tap,3,-1,-0.02642694,1.138898,0.02082396,-0.08558291,0.0415827,0.01754697
61,0.00617129,1.275999,0.5192685,9.183107,0.4890647,Tap,3,-1,-0.0268151,1.139042,0.02055693,-0.08644221,0.04138145,0.01838169
61,0.007325536,1.283132,0.5169477,-5.478214,0.3795004,Tap,3,-1,-0.02718158,1.139081,0.02027416,-0.08567335,0.04191757,0.01744679
61,0.01055044,1.285961,0.5172782,-8.219953,0.2151014,Tap,3,-1,-0.02744902,1.139723,0.02007341,-0.08546676,0.04217367,0.01635101
61,0.01200726,1.292165,0.513566,7.682971,0.3687608,Tap,3,-1,-0.02730244,1.140224,0.01995564,-0.08546259,0.04314285,0.01544532
61,0.01427254,1.295628,0.5148153,-7.63107,0.2161394,Tap,3,-1,-0.02703471,1.139864,0.01974726,-0.084963,0.04496591,0.01476305
61,0.0135919,1.299521,0.5137281,-0.5603313,0.2049328,Tap,3,-1,-0.02686021,1.139822,0.01948595,-0.08266044,0.0473154,0.01109943
61,0.01383925,1.306375,0.512887,7.029308,0.3455189,Tap,3,-1,-0.02658429,1.139934,0.01930809,-0.08258365,0.04748357,0.01009357
61,0.01275778,1.309577,0.5116467,-8.276086,0.1799972,Tap,3,-1,-0.02638301,1.141104,0.01886511,-0.08435333,0.04713885,0.009615304
61,0.01338363,1.316846,0.5090437,10.36607,0.3873187,Tap,3,-1,-0.02619267,1.141293,0.01879311,-0.08565222,0.04664308,0.01024868
62,0.01724601,1.320521,0.5139813,-1.199359,0.3633315,Tap,1,4,-0.02645291,1.141508,0.01614714,-0.0909815,0.03901622,0.009169141
62,0.0150445,1.3234,0.5096502,-4.048342,0.2823647,Tap,1,4,-0.02645291,1.141508,0.01614714,-0.0909815,0.03901622,0.009169141
62,0.0150445,1.3234,0.5096502,-14.11823,0,Tap,4,-1,-0.02645291,1.141508,0.01614714,-0.0909815,0.03901622,0.009169141
62,0.0150445,1.3234,0.5096502,0,0,Tap,4,-1,-0.02645291,1.141508,0.01614714,-0.0909815,0.03901622,0.009169141
62,0.0150445,1.3234,0.5096502,0,0,Tap,4,-1,-0.02645291,1.141508,0.01614714,-0.0909815,0.03901622,0.009169141
62,0.0150445,1.3234,0.5096502,0,0,Tap,4,-1,-0.02645291,1.141508,0.01614714,-0.0909815,0.03901622,0.009169141
62,0.0150445,1.3234,0.5096502,0,0,Tap,4,-1,-0.02645291,1.141508,0.01614714,-0.0909815,0.03901622,0.009169141
62,0.0150445,1.3234,0.5096502,0,0,Tap,4,-1,-0.02645291,1.141508,0.01614714,-0.0909815,0.03901622,0.009169141
62,0.0150445,1.3234,0.5096502,0,0,Tap,4,-1,-0.02645291,1.141508,0.01614714,-0.0909815,0.03901622,0.009169141
62,0.0150445,1.3234,0.5096502,0,0,Tap,4,-1,-0.02645291,1.141508,0.01614714,-0.0909815,0.03901622,0.009169141
62,0.0150445,1.3234,0.5096502,0,0,Tap,4,-1,-0.02645291,1.141508,0.01614714,-0.0909815,0.03901622,0.009169141
62,0.0150445,1.3234,0.5096502,0,0,Tap,4,-1,-0.02645291,1.141508,0.01614714,-0.0909815,0.03901622,0.009169141
62,0.0150445,1.3234,0.5096502,0,0,Tap,4,-1,-0.02678462,1.141691,0.01469612,-0.08971238,0.03611591,0.009952337
62,0.001793593,1.327017,0.5072923,34.84156,0.6968311,Tap,4,-1,-0.02678462,1.141691,0.01469612,-0.08971238,0.03611591,0.009952337
62,0.001793593,1.327017,0.5072923,-34.84156,0,Tap,4,-1,-0.02678462,1.141691,0.01469612,-0.08971238,0.03611591,0.009952337
62,0.001793593,1.327017,0.5072923,0,0,Tap,4,-1,-0.02720946,1.141811,0.01387739,-0.08942381,0.0342982,0.01052136
62,0.001608931,1.327548,0.5057044,4.211102,0.08422204,Tap,4,-1,-0.0274438,1.141662,0.01367569,-0.08941465,0.03345835,0.01086072
62,0.004201725,1.325288,0.5075626,5.561949,0.195461,Tap,4,-1,-0.02750951,1.141703,0.01369143,-0.08975168,0.03365989,0.01036774
62,0.004201725,1.325288,0.5075626,-9.773051,0,Tap,4,-1,-0.02782851,1.141633,0.01334333,-0.08954645,0.03293479,0.009863769
62,0.003860854,1.325078,0.5071754,1.392909,0.02785817,Tap,4,-1,-0.02795464,1.141517,0.01315498,-0.08887838,0.03274211,0.00966035
62,0.004005428,1.324765,0.5057673,2.231097,0.0724801,Tap,4,-1,-0.02825441,1.141242,0.01286364,-0.08716159,0.03154673,0.009435173
62,0.002881076,1.323955,0.5035114,2.994574,0.1323716,Tap,4,-1,-0.02830183,1.141126,0.01295185,-0.08629849,0.03138155,0.009981955
62,0.003441064,1.324556,0.5034628,-4.561685,0.04113788,Tap,4,-1,-0.02867021,1.140763,0.01286173,-0.08355329,0.02937803,0.01129758
62,0.003071353,1.324717,0.5034657,-1.048822,0.02016145,Tap,4,-1,-0.02886835,1.140464,0.01286411,-0.08168758,0.0283789,0.01139518
62,0.00306257,1.324429,0.5031409,0.07785997,0.02171865,Tap,4,-1,-0.02920718,1.13989,0.01289558,-0.07966899,0.02778231,0.01126072
62,0.003632834,1.32381,0.502214,2.043826,0.06259517,Tap,4,-1,-0.02995397,1.138723,0.01292515,-0.07412942,0.02513264,0.01187039
62,0.003587563,1.322866,0.5010538,0.6106302,0.07480777,Tap,3,-1,-0.03046607,1.137978,0.01290274,-0.07021832,0.02313289,0.01289962
62,0.004190002,1.322734,0.5024624,0.1037672,0.07688311,Tap,4,-1,-0.03150968,1.13615,0.01296806,-0.05929422,0.01782392,0.01413782
62,0.003053857,1.321497,0.503129,0.6738983,0.09036108,Tap,4,-1,-0.03210029,1.135473,0.01307774,-0.05350855,0.01480998,0.01442607
62,0.002707101,1.320523,0.5037131,-1.548734,0.0593864,Tap,4,-1,-0.03353914,1.134355,0.01321507,-0.04419157,0.008870387,0.01369375
62,0.003614603,1.31875,0.5042906,2.215622,0.1036988,Tap,3,-1,-0.03418002,1.133792,0.0133462,-0.04039538,0.006308227,0.01304456
62,0.003307307,1.317965,0.5041289,-3.039053,0.0429178,Tap,3,-1,-0.03540566,1.132683,0.0137949,-0.03343902,0.001770486,0.01400689
62,0.003704118,1.315027,0.5060592,6.698108,0.1768799,Tap,3,-1,-0.03590251,1.132479,0.01404333,-0.03160691,8.90E-05,0.01524091
62,0.003893442,1.312633,0.5063863,-2.785851,0.1211629,Tap,3,-1,-0.0371562,1.131888,0.01427698,-0.02830293,-0.002349545,0.01467415
62,0.005209606,1.306008,0.5076208,11.10704,0.3433038,Tap,3,-1,-0.03761168,1.13094,0.01438332,-0.02679664,-0.003812666,0.0156916
62,0.005802868,1.301204,0.5073929,-5.049918,0.2423054,Tap,3,-1,-0.03792435,1.130175,0.01462889,-0.0251699,-0.005381464,0.01751361
62,0.006838841,1.29301,0.5061312,8.771686,0.4177391,Tap,3,-1,-0.03803931,1.129628,0.01474094,-0.02409812,-0.007443928,0.02060061
62,0.007651214,1.283397,0.5054293,3.296234,0.4836638,Tap,3,-1,-0.03854098,1.129017,0.01474905,-0.02048728,-0.009477372,0.02191391
62,0.007468544,1.26296,0.4985204,29.75124,1.078689,Tap,3,-1,-0.03854823,1.128675,0.01494455,-0.01877516,-0.01068173,0.02261443
62,0.002510637,1.23113,0.4892817,29.84798,1.675648,Tap,2,28,-0.03853352,1.128576,0.01504374,-0.01855142,-0.01114196,0.02286578
62,-0.002723822,1.21654,0.4887309,-45.00731,0.775502,Tap,3,-1,-0.03871974,1.128195,0.01516962,-0.01818704,-0.01146399,0.02400005
62,-0.01531559,1.19395,0.4898877,25.94602,1.294422,Tap,3,-1,-0.03853254,1.128316,0.01515388,-0.01817662,-0.01120601,0.02442091
62,-0.02052221,1.183652,0.4890852,-35.80451,0.5783321,Tap,3,-1,-0.03836947,1.128394,0.0151515,-0.01806287,-0.01106506,0.02465461
62,-0.02563534,1.17326,0.4945903,3.14244,0.6411809,Tap,3,-1,-0.03802976,1.128599,0.01509047,-0.01761347,-0.01060258,0.02531875
62,-0.03815204,1.150667,0.500947,34.43884,1.329958,Tap,3,-1,-0.03788777,1.128561,0.0150733,-0.01727527,-0.01057192,0.02597922
62,-0.04031374,1.142929,0.5050235,-43.97287,0.4505002,Tap,3,-1,-0.03759298,1.128191,0.01509237,-0.01585507,-0.01098141,0.02588351
62,-0.04489639,1.126945,0.507122,19.37307,0.8379616,Tap,3,-1,-0.03746895,1.127931,0.01513529,-0.01483788,-0.01108096,0.02588831
62,-0.04833566,1.117021,0.5068731,-15.6332,0.5252977,Tap,3,-1,-0.03714654,1.12714,0.01540565,-0.01237484,-0.01202285,0.02571896
62,-0.05271493,1.101399,0.5171671,21.77171,0.9607318,Tap,3,-1,-0.03696668,1.126663,0.01589251,-0.01147256,-0.01268833,0.02572812
62,-0.05570313,1.094766,0.5221119,-26.04589,0.439814,Tap,3,-1,-0.03680627,1.126453,0.01614475,-0.01042111,-0.01324303,0.02572685
62,-0.05818998,1.085189,0.5283995,7.318234,0.5861787,Tap,3,-1,-0.03664975,1.125973,0.01672935,-0.007492941,-0.01421723,0.0241193
62,-0.06354261,1.067237,0.5358214,21.06552,1.007489,Tap,3,-1,-0.03643155,1.125659,0.01704025,-0.005675263,-0.01480517,0.02348296
62,-0.06345388,1.061972,0.5379238,-36.20102,0.2834686,Tap,3,-1,-0.03612591,1.124861,0.01772642,-0.001044414,-0.01612156,0.02378617
62,-0.06363542,1.049679,0.5368667,16.67638,0.6169963,Tap,3,-1,-0.03601284,1.124233,0.01813984,0.001765475,-0.01657613,0.02338917
62,-0.06379133,1.042236,0.5383105,-11.89096,0.3791772,Tap,3,-1,-0.03594442,1.123655,0.01813602,0.005789629,-0.01670526,0.02300966
62,-0.06291989,1.033596,0.5405664,3.470597,0.4485891,Tap,3,-1,-0.0357077,1.121767,0.01861382,0.01472177,-0.01716147,0.02318325
62,-0.06118273,1.02568,0.5339985,3.649563,0.5215803,Tap,3,-1,-0.03564431,1.120456,0.01900244,0.02487412,-0.01847824,0.02348773
62,-0.05955758,1.015092,0.53334,0.7525325,0.536631,Tap,3,-1,-0.03563518,1.120282,0.01932478,0.02884314,-0.01891606,0.02308986
62,-0.05894098,1.009139,0.5340009,-11.77859,0.3010592,Tap,3,-1,-0.03558641,1.119929,0.0197258,0.031098,-0.01904214,0.02311855
62,-0.05918236,1.005049,0.5316401,-3.232288,0.2364134,Tap,3,-1,-0.03548904,1.11925,0.02000189,0.03270529,-0.01930308,0.02335664
62,-0.05844943,0.998172,0.5295467,6.244568,0.3613048,Tap,3,-1,-0.03539635,1.118721,0.02040434,0.03498471,-0.01977304,0.02333832
62,-0.05680201,0.9845049,0.5321651,16.96684,0.7006415,Tap,3,-1,-0.03507697,1.118108,0.02054024,0.03799237,-0.01958968,0.02332543
62,-0.05728335,0.9716061,0.5303063,-2.429771,0.652046,Tap,3,-1,-0.0349467,1.117768,0.02058315,0.03975781,-0.01967464,0.02404499
62,-0.0580125,0.9628141,0.5309834,-10.48187,0.4424086,Tap,3,-1,-0.03461463,1.117378,0.02085209,0.04246651,-0.02022523,0.02470855
62,-0.06007197,0.9560314,0.5237846,3.136931,0.5051472,Tap,3,-1,-0.03441082,1.117293,0.02103329,0.0431746,-0.02013757,0.02519358
62,-0.06359171,0.9484749,0.5196366,-1.979922,0.4655488,Tap,3,-1,-0.03415082,1.117171,0.02114868,0.04374199,-0.01990111,0.02549016
62,-0.06707373,0.9440559,0.5179796,-8.615005,0.2932487,Tap,3,-1,-0.03373649,1.116876,0.02135515,0.04524755,-0.01894185,0.02438848
62,-0.07039551,0.9301791,0.5126052,23.45615,0.7623717,Tap,3,-1,-0.03357363,1.116686,0.02149343,0.04610744,-0.01833587,0.02365502
62,-0.06914961,0.9249691,0.5160828,-22.15176,0.3193365,Tap,3,-1,-0.03305677,1.11647,0.02162409,0.04713884,-0.01717155,0.02297
62,-0.06899869,0.9167554,0.5149479,4.765783,0.4146522,Tap,3,-1,-0.03274183,1.116219,0.02176142,0.04734161,-0.01682414,0.02274868
62,-0.0708331,0.9111038,0.5156069,-5.786771,0.2989168,Tap,3,-1,-0.03223421,1.115881,0.02188206,0.04778653,-0.01607594,0.02152825
63,-0.07480395,0.8991111,0.5165024,16.71587,0.6332342,Tap,1,11,-0.03049047,1.115602,0.02130938,0.04822255,-0.01780282,0.01959326
63,-0.07642169,0.8932937,0.5152493,-16.24479,0.3083383,Tap,1,11,-0.03049047,1.115602,0.02130938,0.04822255,-0.01780282,0.01959326
63,-0.07642169,0.8932937,0.5152493,-15.41692,0,Tap,4,-1,-0.03049047,1.115602,0.02130938,0.04822255,-0.01780282,0.01959326
63,-0.07642169,0.8932937,0.5152493,0,0,Tap,4,-1,-0.03049047,1.115602,0.02130938,0.04822255,-0.01780282,0.01959326
63,-0.07642169,0.8932937,0.5152493,0,0,Tap,4,-1,-0.03049047,1.115602,0.02130938,0.04822255,-0.01780282,0.01959326
63,-0.07642169,0.8932937,0.5152493,0,0,Tap,4,-1,-0.03049047,1.115602,0.02130938,0.04822255,-0.01780282,0.01959326
63,-0.07642169,0.8932937,0.5152493,0,0,Tap,4,-1,-0.03049047,1.115602,0.02130938,0.04822255,-0.01780282,0.01959326
63,-0.07642169,0.8932937,0.5152493,0,0,Tap,4,-1,-0.03049047,1.115602,0.02130938,0.04822255,-0.01780282,0.01959326
63,-0.07642169,0.8932937,0.5152493,0,0,Tap,4,-1,-0.03049047,1.115602,0.02130938,0.04822255,-0.01780282,0.01959326
63,-0.07642169,0.8932937,0.5152493,0,0,Tap,4,-1,-0.03049047,1.115602,0.02130938,0.04822255,-0.01780282,0.01959326
63,-0.07642169,0.8932937,0.5152493,0,0,Tap,4,-1,-0.03049047,1.115602,0.02130938,0.04822255,-0.01780282,0.01959326
63,-0.07642169,0.8932937,0.5152493,0,0,Tap,4,-1,-0.03049047,1.115602,0.02130938,0.04822255,-0.01780282,0.01959326
63,-0.07642169,0.8932937,0.5152493,0,0,Tap,4,-1,-0.03049047,1.115602,0.02130938,0.04822255,-0.01780282,0.01959326
63,-0.07642169,0.8932937,0.5152493,0,0,Tap,4,-1,-0.02998871,1.11656,0.02153921,0.04227161,-0.01871382,0.01845126
63,-0.08265892,0.8733504,0.5136642,52.38993,1.047799,Tap,4,-1,-0.02998871,1.11656,0.02153921,0.04227161,-0.01871382,0.01845126
63,-0.08265892,0.8733504,0.5136642,-52.38993,0,Tap,4,-1,-0.02984541,1.116891,0.02167606,0.04059816,-0.01803521,0.01752913
63,-0.08592574,0.8691429,0.516408,14.97981,0.2995962,Tap,4,-1,-0.02977471,1.116934,0.02173615,0.04027075,-0.01781283,0.01774069
63,-0.08729921,0.8693503,0.5153818,-10.66238,0.08634865,Tap,4,-1,-0.02971222,1.116805,0.02182102,0.04059905,-0.01747379,0.01742981
63,-0.08888543,0.8692333,0.5136337,1.591038,0.1181694,Tap,4,-1,-0.02969511,1.116821,0.02193403,0.04011132,-0.01736265,0.01730337
63,-0.08888543,0.8692333,0.5136337,-5.90847,0,Tap,4,-1,-0.02967911,1.116894,0.02234507,0.03872209,-0.01743837,0.01755464
63,-0.08981024,0.864575,0.5139875,11.90574,0.2381149,Tap,4,-1,-0.02969011,1.116959,0.02259159,0.03773109,-0.01726133,0.01769377
63,-0.09139945,0.8632507,0.513711,-6.687977,0.1043553,Tap,4,-1,-0.02969711,1.116937,0.02269793,0.03779082,-0.01722896,0.01810502
63,-0.09241247,0.8607537,0.5134811,1.543394,0.1352232,Tap,4,-1,-0.02961189,1.117063,0.02309275,0.03707395,-0.01633354,0.01892992
63,-0.09183066,0.858113,0.5137687,0.03694817,0.1359622,Tap,4,-1,-0.02957804,1.117241,0.02334738,0.03568297,-0.01552111,0.01900591
63,-0.09151226,0.8554981,0.5131454,-0.03087819,0.1353446,Tap,4,-1,-0.02914828,1.118611,0.02435684,0.0311,-0.01305816,0.02047999
63,-0.09120108,0.852883,0.5123162,0.1352839,0.1380503,Tap,4,-1,-0.02893352,1.118772,0.0245657,0.02775437,-0.01146307,0.02146748
63,-0.09105164,0.850386,0.5122337,-0.6452523,0.1251452,Tap,4,-1,-0.02828841,1.119512,0.02489185,0.02445604,-0.007929667,0.02117779
63,-0.09005105,0.8493016,0.5105481,-0.6568935,0.1120074,Tap,4,-1,-0.02789454,1.120692,0.02539873,0.02016242,-0.005234296,0.02097932
63,-0.08977672,0.848982,0.5098076,-3.470552,0.04259634,Tap,4,-1,-0.02634924,1.121997,0.02580547,0.01020871,0.002980439,0.02181648
63,-0.08861907,0.8478885,0.5098124,1.851451,0.07962535,Tap,4,-1,-0.02634924,1.121997,0.02580547,0.01020871,0.002980439,0.02181648
63,-0.08861907,0.8478885,0.5098124,-3.981268,0,Tap,4,-1,-0.0244514,1.122744,0.02560377,0.004553086,0.0155567,0.022778
63,-0.08632515,0.8490662,0.5094275,6.517843,0.1303569,Tap,4,-1,-0.02347252,1.123082,0.02547407,0.002471815,0.02198101,0.02165097
63,-0.08509821,0.8493063,0.5096893,-3.324491,0.06386704,Tap,4,-1,-0.02135348,1.122919,0.02496338,-0.000768047,0.03692034,0.01695286
63,-0.08258481,0.8497953,0.5106177,3.615713,0.1361813,Tap,4,-1,-0.01895662,1.123086,0.02428532,-0.002009358,0.05114735,0.01389316
63,-0.08012897,0.853072,0.5091472,4.068358,0.2175485,Tap,4,-1,-0.01810022,1.123234,0.02409744,-0.002751355,0.05690216,0.01262816
63,-0.07787873,0.8551637,0.5079303,-2.616302,0.1652224,Tap,4,-1,-0.01619817,1.123369,0.02366686,-0.005328442,0.06833143,0.009328869
63,-0.07081305,0.8615225,0.5026326,18.9445,0.5441125,Tap,4,-1,-0.01531221,1.123309,0.02337694,-0.006029154,0.07314494,0.007350116
63,-0.06541254,0.8666314,0.498982,-6.500293,0.4141066,Tap,3,-1,-0.0144458,1.123269,0.02303696,-0.006308237,0.07760815,0.005829348
63,-0.05931707,0.8690462,0.4987283,-4.302174,0.3280632,Tap,3,-1,-0.01375222,1.123105,0.02271414,-0.006161371,0.08120736,0.004660205
63,-0.0519941,0.8741178,0.4964509,6.582409,0.4597113,Tap,3,-1,-0.01238392,1.122762,0.02216148,-0.004900822,0.08693828,0.003030912
63,-0.03338328,0.8830264,0.4983487,28.81494,1.03601,Tap,3,-1,-0.01130432,1.122344,0.02165127,-0.001927699,0.09046617,0.002760548
63,-0.01276296,0.8897755,0.5034013,3.892696,1.113864,Tap,3,-1,-0.01082092,1.122098,0.02136135,-0.000372,0.09214533,0.0026467
63,-0.001308341,0.8951124,0.5069628,-22.8703,0.6564581,Tap,3,-1,-0.01002646,1.121778,0.02083492,0.00239232,0.09456123,0.002416604
63,0.01909336,0.9053225,0.5108109,25.01757,1.156809,Tap,3,-1,-0.009668563,1.121476,0.02057123,0.003832306,0.09544545,0.002128467
63,0.02993632,0.9115904,0.5099134,-26.44961,0.6278173,Tap,3,-1,-0.009250797,1.121274,0.02032089,0.005378722,0.09501289,0.002656942
63,0.03997786,0.9179595,0.5080528,-1.301494,0.6017874,Tap,3,-1,-0.008369904,1.12104,0.01994896,0.007176833,0.09622376,0.002914014
63,0.046446,0.9252356,0.5071526,-5.646831,0.4888508,Tap,3,-1,-0.007959191,1.120953,0.01980352,0.007171738,0.09669817,0.003029924
63,0.05502433,0.9301351,0.5049162,0.8796036,0.5064428,Tap,3,-1,-0.006978352,1.121039,0.01951122,0.005324833,0.09760951,0.003251957
63,0.07669343,0.9431009,0.5081501,38.32344,1.272912,Tap,3,-1,-0.006512878,1.121128,0.01926661,0.004516753,0.09815603,0.003246477
63,0.08264139,0.9476959,0.5083199,-44.85048,0.375902,Tap,3,-1,-0.005538969,1.12145,0.01869011,0.0031478,0.09936271,0.002823574
63,0.09770922,0.9573152,0.5086951,25.90607,0.8940235,Tap,3,-1,-0.004958592,1.121621,0.01845694,0.002761518,0.09980181,0.002903256
63,0.1028467,0.9621947,0.5089192,-26.97872,0.3544491,Tap,3,-1,-0.004412007,1.12165,0.01822281,0.001902135,0.1004584,0.00306167
63,0.1086951,0.9666638,0.5090032,0.6798595,0.3680463,Tap,3,-1,-0.003885753,1.121711,0.01800776,0.001048075,0.1011575,0.003209572
63,0.1139669,0.9741287,0.5129886,6.522533,0.498497,Tap,3,-1,-0.002403717,1.122408,0.01750946,-0.002717747,0.1025597,0.001464217
63,0.1274154,0.9953468,0.5195689,39.99686,1.298434,Tap,3,-1,-0.001814537,1.122749,0.01746845,-0.004627662,0.1030586,0.000422716
